review_text,content_stem,review_rating,target
nice app..easy to buy with cheaper price..,nice easi buy cheaper price,5,0
hahaha,hahaha,5,0
"i use shopee alot, i like it than lazada easy to use and lots of free delivery voucher, but sometimes limited, i'm a gold member and i wish to have more 80 delivery voucher..",use alot like lazada easi use lot free deliveri voucher sometim limit gold member wish deliveri voucher,5,0
excellent 👍👍👍,excel,5,0
"very easy to use, ang very useful",easi use use,5,0
cool app. love it,cool love,5,0
i love this apps,love app,3,1
love it.. but if i use another phone to log into my account using facebook it always gets so stucked up! and i can't log into my account 😔 that's why i created another account now. 🥺,love use anoth phone log account use facebook alway get stuck log account creat anoth account,4,0
very love ko shoppee sa shipping and quality control minsan 😅🤣 i hate l 🤣,love ship qualiti control hate l,5,0
shopee 7.7 mid year,mid year,5,0
hahahaha,hahahaha,5,0
always satisfied with the products i got from shopee. i can shop conveniently at home.,alway satisfi product got shop conveni home,5,0
awesome and comfortable ✨,awesom comfort,5,0
oryt,oryt,5,0
great app for all your needs from consumables to non-consumables. so much selection and options. better than lazada.,great need consum non consum much select option better lazada,5,0
recomodating,recomod,5,0
excellent .. quality lahat ng naorder ko sa shoppee ..,excel qualiti naorder,5,0
very happy. thank you.,happi thank,5,0
more and exciting experience..,excit experi,5,0
medyo mabagal mag deliver compare sa ibang platform like lazada. kaya 2 star muna.,medyo mabag mag deliv compar ibang platform like lazada star muna,2,1
masaya ako kasi nakakadiscount ako kaysa sa pumunta pa ng mall .,masaya kasi nakakadiscount mall,5,0
amazinggg,amazinggg,5,0
"edit: from 5⭐ to 1⭐. old user of shopee & platinum member ever since the loyalty program started. i just can't accept the update wherein you can't use ""free shipping voucher"" and ""cashback voucher"" at one check-out. i'm not an abuser of shopee's promos and vouchers. please do something about it. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",edit old user platinum member ever sinc loyalti program start accept updat wherein use free ship voucher cashback voucher one check abus promo voucher pleas someth,1,1
hassle free shopping😊,hassl free shop,5,0
ok lahat ng order ko,ok order,5,0
easy to use and excellent,easi use excel,5,0
makes shopping life easy,make shop life easi,5,0
very convenient 😊,conveni,5,0
happy to shopee,happi,5,0
very convinient!!! most of the items tjqt ypu meed is here! might need to improve the customer service. always long que.,convini tjqt ypu meed might need improv custom servic alway long que,5,0
"i hope it has also any mode of receiving payment other than just to have a bank acct. coz i dont have any yet.. hehheh. but all in all, i loved this app, coz the shopee guarantee assured it all.",hope also mode receiv payment bank acct coz dont yet hehheh love coz guarante assur,5,0
base on my experience maganda ang serbisyo ng mga shop!,base experi maganda serbisyo shop,5,0
"a shopee seller got 2800php from me. i asked for shopee's help and still, no one was able to help me. it has been a month already.",got php ask help still one abl help month alreadi,1,1
excellent seller and like chicken luncheon spam buy again,excel like chicken luncheon spam buy,5,0
"since the last update, i can't track my orders even though i have good internet connection. it always notes server error",sinc last updat track order even though good internet connect alway note server error,1,1
"i can't view the flash deals for over a month now i tried uninstalling the app then i'll install it again, i also tried using other accounts but i still can't view the flashdeals.",view flash deal month tri uninstal instal also tri use account still view flashdeal,3,1
not supporting this type of management. sayang kayo shopee,support type manag sayang kayo,1,1
love it. too much update lng hehe,love much updat lng hehe,4,0
shopipipi,shopipipi,5,0
ang daming sale tsaka mura halos lahat👍😄,dame sale tsaka mura halo,5,0
❤❤❤❤❤❤salamat shopee,salamat,5,0
wonderfull,wonderful,1,1
so far malapit na akong mag premium😅,far malapit akong mag premium,5,0
happy,happi,5,0
this is great,great,5,0
excellent. mabilis ang response ng mga seller dito.,excel mabili respons,5,0
very nice. depending on the seller you have encounter . totally not scam po hehe.. for may money lang din dahil makaka gasto ka talaga lalo na pag naka bili ka,nice depend encount total scam po hehe money makaka gasto talaga lalo pag naka bili,5,0
affordable. alternate store.,afford altern store,5,0
"way better than their competitors, never had issues even with their customer service.",way better competitor never issu even custom servic,5,0
app is nice,nice,4,0
fast delivery and the quality of the product,fast deliveri qualiti product,5,0
im a starter,im starter,4,0
awsome!,awsom,5,0
you can buy things. everything you want,buy thing everyth want,4,0
"loggy but still love it. for me, it's way more better if you will add some reviews for the riders also not just by the seller and the products. some riders deserve a 5+ rate and some are not. like today, my order should be delivered today but the rider said he cannot deliver my order in my exact address (some couriers can) because he has a lot of orders to be delivered. yes, i understand but the meeting place he set to get ny orders are too far from mine. and i have my new born baby.",loggi still love way better add review rider also product rider deserv rate like today order deliv today rider said cannot deliv order exact address courier lot order deliv ye understand meet place set get ny order far mine new born babi,4,0
super bilis dumating ng order sana mas marami pang discount voucher at sana manalo nman kami s shopee milyonaryo 🙏🙏🙏,super bili dumat order sana ma pang discount voucher sana manalo nman milyonaryo,5,0
enjoy,enjoy,5,0
"authentic and legit item. very accommodating seller and rider. what can ask for. super happy for my shoopee app. more power shoopee. salamat at diko na kailangan pang bumili or mag punta sa labas para lang maka bili ng mga kailangan ko. ng dahil sa shoopee app mas napadali at siguradong safe ang iyong kalusugan lalo nat merun pang pandemyang kinakaharap ang ating bansa. and lastly. yung order mo, mas maaga dumadating kesa iba. hopefully ganyan po lagi. again, salamat po ulit shopee. up up up up.",authent legit accommod rider ask super happi shoope power shoope salamat diko pang bumili mag punta laba maka bili shoope ma napadali siguradong safe kalusugan lalo nat merun pang pandemyang kinakaharap bansa lastli order mo ma maaga dumad kesa hope ganyan po lagi salamat po ulit,5,0
happy kasi mabilis yung delivery at nakaka avail ako ng free shipping. sana makakuha pa ako ng voucher.,happi kasi mabili deliveri nakaka avail free ship sana makakuha voucher,5,0
very very good apps,good app,5,0
very nice and easy to order then all my items i had been ordered is okay and no damage at all... thank you sooo much shoppee... 😊,nice easi order order okay damag thank sooo much,5,0
easy to shop and high quality products.,easi shop high qualiti product,5,0
good shopee ph...,good ph,5,0
i gave 3 because it's not available in my location ... 5 sana bibigay ko kaso nung na try ko at oorder na sana ako hindi daw abot yun location ko (cauayan city isabela),gave avail locat sana bibigay kaso nung tri oorder sana daw abot yun locat cauayan citi isabela,3,1
maganda... until next order po. thank you,maganda next order po thank,5,0
i'll be in town this morning 🌅 a little while and 7,town morn littl,3,1
love it,love,5,0
because of the blackpink thats why i install this and i rate 5 stars,blackpink that instal rate star,5,0
nothing more nothing less,noth noth less,5,0
the products are good,product good,4,0
very good at selling items,good sell,5,0
their delivery is getting worse. i ordered dec. 4 and i still haven't receive it. it's been almost a month now.,deliveri get wors order dec still receiv almost month,1,1
"kindly have the lighter version of this app, since it allocates a lot of storage in the internal memory of the phone.",kindli lighter version sinc alloc lot storag intern memori phone,3,1
i can't change my email and number. hope you can fix that.,chang email number hope fix,5,0
positive lahat,posit,5,0
gastoz,gastoz,5,0
sobrang bilis.. nice apps,sobrang bili nice app,5,0
shopee please palitan niyo courier niyo!!! huwag 2go nakakaloka dami kung orders nung july at august anong petsa na matatapos ng september wala pa tapos tagal mong inantay nag text pa kuno mag deliver ng courier tapos di naman dumadating malalaman mo na lang return to sender na!! kaloka kayo kung may zero stars zero i-rerate ko,pleas palitan niyo courier niyo go nakakaloka dami order nung juli august anong petsa matatapo septemb wala tapo tagal mong inantay nag text kuno mag deliv courier tapo dumad malalaman mo return sender kaloka kayo zero star zero rerat,1,1
loyal shopee customer. so far so good wala pang hindi legit na product na nabili and mababait lahat ng seller. maasahan mabilis and delivery.,loyal custom far good wala pang legit product nabili mababait maasahan mabili deliveri,5,0
"madali siyang gamitin hindi ka mahirapan kasi talagang napa ka husay ang format nito at napa ka dealing intindihin. plus napa ka mura talaga, yung shipping afford na afford talaga sa bulsa.",madali siyang gamitin mahirapan kasi talagang napa husay format napa deal intindihin plu napa mura talaga ship afford afford talaga bulsa,5,0
